"MSOA","Sex","Age","Ethnicity","Persons"
"E02000865","F","60-64","BLA",6
"E02000865","F","60-64","BLC",6
"E02000865","F","60-64","OBL",4
"E02000865","F","60-64","OTH",3
"E02000865","F","65-69","WBI",46
"E02000865","F","65-69","WHO",4
"E02000865","F","65-69","MIX",5
"E02000865","F","65-69","PAK",1
"E02000865","F","65-69","BAN",15
"E02000865","F","65-69","CHI",1
"E02000865","F","65-69","OAS",1
"E02000865","F","65-69","BLA",3
"E02000865","F","65-69","BLC",1
"E02000865","F","65-69","OTH",3
"E02000865","F","70-74","WBI",31
"E02000865","F","70-74","WHO",2
"E02000865","F","70-74","MIX",1
"E02000865","F","70-74","IND",1
"E02000865","F","70-74","BAN",14
"E02000865","F","70-74","BLA",1
"E02000865","F","75-79","WBI",42
"E02000865","F","75-79","WHO",1
"E02000865","F","75-79","MIX",1
"E02000865","F","75-79","BAN",8
"E02000865","F","75-79","CHI",1
"E02000865","F","75-79","BLC",3
"E02000865","F","75-79","OBL",2
"E02000865","F","80-84","WBI",39
"E02000865","F","80-84","WHO",1
"E02000865","F","80-84","BAN",3
"E02000865","F","80-84","CHI",1
"E02000865","F","80-84","BLA",1
"E02000865","F","80-84","BLC",1
"E02000865","F","80-84","OBL",2
"E02000865","F","85+","WBI",45
"E02000865","F","85+","BAN",2
"E02000865","F","85+","OBL",1
"E02000866","M","0-4","WBI",142
"E02000866","M","0-4","WHO",15
"E02000866","M","0-4","MIX",43
"E02000866","M","0-4","IND",8
"E02000866","M","0-4","BAN",97
"E02000866","M","0-4","CHI",2
"E02000866","M","0-4","OAS",1
"E02000866","M","0-4","BLA",15
"E02000866","M","0-4","BLC",8
"E02000866","M","0-4","OBL",19
"E02000866","M","0-4","OTH",3
"E02000866","M","5-7","WBI",63
"E02000866","M","5-7","WHO",8
"E02000866","M","5-7","MIX",16
"E02000866","M","5-7","IND",2
"E02000866","M","5-7","BAN",61
"E02000866","M","5-7","OAS",1
"E02000866","M","5-7","BLA",6
"E02000866","M","5-7","OBL",2
"E02000866","M","5-7","OTH",2
"E02000866","M","8-9","WBI",31
"E02000866","M","8-9","WHO",6
"E02000866","M","8-9","MIX",8
"E02000866","M","8-9","IND",1
"E02000866","M","8-9","BAN",39
"E02000866","M","8-9","BLA",6
"E02000866","M","8-9","BLC",1
"E02000866","M","8-9","OBL",9
"E02000866","M","10-14","WBI",93
"E02000866","M","10-14","WHO",3
"E02000866","M","10-14","MIX",20
"E02000866","M","10-14","IND",2
"E02000866","M","10-14","BAN",98
"E02000866","M","10-14","OAS",4
"E02000866","M","10-14","BLA",9
"E02000866","M","10-14","BLC",9
"E02000866","M","10-14","OBL",5
"E02000866","M","10-14","OTH",9
"E02000866","M","15","WBI",16
"E02000866","M","15","WHO",1
"E02000866","M","15","MIX",1
"E02000866","M","15","PAK",1
"E02000866","M","15","BAN",16
"E02000866","M","15","OAS",1
"E02000866","M","15","BLA",2
"E02000866","M","15","BLC",2
"E02000866","M","16-17","WBI",25
"E02000866","M","16-17","WHO",4
"E02000866","M","16-17","MIX",9
"E02000866","M","16-17","IND",2
"E02000866","M","16-17","BAN",21
"E02000866","M","16-17","BLA",3
"E02000866","M","16-17","BLC",2
"E02000866","M","16-17","OBL",4
"E02000866","M","16-17","OTH",1
"E02000866","M","18-19","WBI",38
"E02000866","M","18-19","WHO",5
"E02000866","M","18-19","MIX",4
"E02000866","M","18-19","IND",3
"E02000866","M","18-19","PAK",3
"E02000866","M","18-19","BAN",46
"E02000866","M","18-19","OAS",1
"E02000866","M","18-19","BLA",4
"E02000866","M","18-19","BLC",2
"E02000866","M","18-19","OBL",2
"E02000866","M","20-24","WBI",284
"E02000866","M","20-24","WHO",46
"E02000866","M","20-24","MIX",20
"E02000866","M","20-24","IND",11
"E02000866","M","20-24","PAK",6
"E02000866","M","20-24","BAN",64
"E02000866","M","20-24","CHI",28
"E02000866","M","20-24","OAS",7
"E02000866","M","20-24","BLA",12
"E02000866","M","20-24","BLC",4
"E02000866","M","20-24","OBL",6
"E02000866","M","20-24","OTH",10
"E02000866","M","25-29","WBI",411
"E02000866","M","25-29","WHO",99
"E02000866","M","25-29","MIX",14
"E02000866","M","25-29","IND",12
"E02000866","M","25-29","PAK",2
"E02000866","M","25-29","BAN",80
"E02000866","M","25-29","CHI",6
"E02000866","M","25-29","OAS",6
"E02000866","M","25-29","BLA",12
"E02000866","M","25-29","BLC",6
"E02000866","M","25-29","OBL",3
"E02000866","M","25-29","OTH",11
"E02000866","M","30-34","WBI",311
"E02000866","M","30-34","WHO",98
"E02000866","M","30-34","MIX",25
"E02000866","M","30-34","IND",11
"E02000866","M","30-34","PAK",6
"E02000866","M","30-34","BAN",83
"E02000866","M","30-34","CHI",11
"E02000866","M","30-34","OAS",9
"E02000866","M","30-34","BLA",27
"E02000866","M","30-34","BLC",9
"E02000866","M","30-34","OTH",8
"E02000866","M","35-39","WBI",213
"E02000866","M","35-39","WHO",62
"E02000866","M","35-39","MIX",9
"E02000866","M","35-39","IND",4
"E02000866","M","35-39","PAK",2
"E02000866","M","35-39","BAN",58
"E02000866","M","35-39","CHI",10
"E02000866","M","35-39","OAS",12
"E02000866","M","35-39","BLA",12
"E02000866","M","35-39","BLC",8
"E02000866","M","35-39","OBL",4
"E02000866","M","35-39","OTH",4
"E02000866","M","40-44","WBI",181
"E02000866","M","40-44","WHO",31
"E02000866","M","40-44","MIX",15
"E02000866","M","40-44","IND",6
"E02000866","M","40-44","PAK",1
"E02000866","M","40-44","BAN",46
"E02000866","M","40-44","CHI",2
"E02000866","M","40-44","OAS",5
"E02000866","M","40-44","BLA",11
"E02000866","M","40-44","BLC",9
"E02000866","M","40-44","OBL",6
"E02000866","M","40-44","OTH",9
"E02000866","M","45-49","WBI",177
"E02000866","M","45-49","WHO",34
"E02000866","M","45-49","MIX",8
"E02000866","M","45-49","IND",3
"E02000866","M","45-49","BAN",17
"E02000866","M","45-49","CHI",1
"E02000866","M","45-49","OAS",5
"E02000866","M","45-49","BLA",8
"E02000866","M","45-49","BLC",14
"E02000866","M","45-49","OBL",3
"E02000866","M","45-49","OTH",6
"E02000866","M","50-54","WBI",155
"E02000866","M","50-54","WHO",11
"E02000866","M","50-54","MIX",2
"E02000866","M","50-54","IND",7
"E02000866","M","50-54","BAN",31
"E02000866","M","50-54","CHI",2
"E02000866","M","50-54","OAS",1
"E02000866","M","50-54","BLA",3
"E02000866","M","50-54","BLC",14
"E02000866","M","50-54","OBL",4
"E02000866","M","55-59","WBI",151
"E02000866","M","55-59","WHO",13
"E02000866","M","55-59","MIX",5
"E02000866","M","55-59","IND",2
"E02000866","M","55-59","PAK",1
"E02000866","M","55-59","BAN",19
"E02000866","M","55-59","CHI",1
"E02000866","M","55-59","OAS",3
"E02000866","M","55-59","BLA",2
"E02000866","M","55-59","BLC",10
"E02000866","M","55-59","OBL",3
"E02000866","M","55-59","OTH",4
"E02000866","M","60-64","WBI",124
"E02000866","M","60-64","WHO",7
"E02000866","M","60-64","MIX",2
"E02000866","M","60-64","IND",1
"E02000866","M","60-64","BAN",5
"E02000866","M","60-64","CHI",3
"E02000866","M","60-64","OAS",2
"E02000866","M","60-64","BLA",1
"E02000866","M","60-64","BLC",1
"E02000866","M","60-64","OBL",2
"E02000866","M","60-64","OTH",3
"E02000866","M","65-69","WBI",88
"E02000866","M","65-69","WHO",6
"E02000866","M","65-69","MIX",2
"E02000866","M","65-69","IND",1
"E02000866","M","65-69","BAN",2
"E02000866","M","65-69","CHI",5
"E02000866","M","65-69","BLA",5
"E02000866","M","65-69","BLC",2
"E02000866","M","65-69","OBL",1
"E02000866","M","70-74","WBI",68
"E02000866","M","70-74","WHO",2
"E02000866","M","70-74","MIX",1
"E02000866","M","70-74","BAN",10
"E02000866","M","70-74","CHI",1
"E02000866","M","70-74","BLA",1
"E02000866","M","70-74","BLC",2
"E02000866","M","70-74","OBL",1
"E02000866","M","75-79","WBI",47
"E02000866","M","75-79","WHO",3
"E02000866","M","75-79","MIX",2
"E02000866","M","75-79","IND",1
"E02000866","M","75-79","BAN",6
"E02000866","M","75-79","BLA",1
"E02000866","M","75-79","BLC",5
"E02000866","M","75-79","OBL",1
"E02000866","M","75-79","OTH",1
"E02000866","M","80-84","WBI",35
"E02000866","M","80-84","WHO",3
"E02000866","M","80-84","MIX",1
"E02000866","M","80-84","BAN",2
"E02000866","M","80-84","BLC",4
"E02000866","M","80-84","OBL",1
"E02000866","M","80-84","OTH",1
"E02000866","M","85+","WBI",24
"E02000866","M","85+","OAS",1
"E02000866","M","85+","BLC",6
"E02000866","F","0-4","WBI",123
"E02000866","F","0-4","WHO",14
"E02000866","F","0-4","MIX",36
"E02000866","F","0-4","IND",1
"E02000866","F","0-4","PAK",1
"E02000866","F","0-4","BAN",88
"E02000866","F","0-4","CHI",2
"E02000866","F","0-4","OAS",11
"E02000866","F","0-4","BLA",11
"E02000866","F","0-4","BLC",2
"E02000866","F","0-4","OBL",9
"E02000866","F","0-4","OTH",5
"E02000866","F","5-7","WBI",56
"E02000866","F","5-7","WHO",3
"E02000866","F","5-7","MIX",18
"E02000866","F","5-7","IND",2
"E02000866","F","5-7","BAN",58
"E02000866","F","5-7","CHI",1
"E02000866","F","5-7","OAS",1
"E02000866","F","5-7","BLA",12
"E02000866","F","5-7","BLC",5
"E02000866","F","5-7","OBL",4
"E02000866","F","5-7","OTH",2
"E02000866","F","8-9","WBI",32
"E02000866","F","8-9","WHO",4
"E02000866","F","8-9","MIX",12
"E02000866","F","8-9","BAN",43
"E02000866","F","8-9","OAS",2
"E02000866","F","8-9","BLA",1
"E02000866","F","8-9","BLC",3
"E02000866","F","8-9","OTH",6
"E02000866","F","10-14","WBI",73
"E02000866","F","10-14","WHO",10
"E02000866","F","10-14","MIX",22
"E02000866","F","10-14","IND",3
"E02000866","F","10-14","BAN",66
"E02000866","F","10-14","OAS",4
"E02000866","F","10-14","BLA",7
"E02000866","F","10-14","BLC",5
"E02000866","F","10-14","OBL",7
"E02000866","F","10-14","OTH",3
"E02000866","F","15","WBI",18
"E02000866","F","15","WHO",2
"E02000866","F","15","MIX",4
"E02000866","F","15","PAK",1
"E02000866","F","15","BAN",18
"E02000866","F","15","OAS",1
"E02000866","F","15","OTH",1
"E02000866","F","16-17","WBI",19
"E02000866","F","16-17","WHO",1
"E02000866","F","16-17","MIX",7
"E02000866","F","16-17","PAK",1
"E02000866","F","16-17","BAN",28
"E02000866","F","16-17","BLA",2
"E02000866","F","16-17","BLC",1
"E02000866","F","16-17","OBL",1
"E02000866","F","16-17","OTH",4
"E02000866","F","18-19","WBI",50
"E02000866","F","18-19","WHO",7
"E02000866","F","18-19","MIX",8
"E02000866","F","18-19","IND",4
"E02000866","F","18-19","PAK",1
"E02000866","F","18-19","BAN",22
"E02000866","F","18-19","CHI",1
"E02000866","F","18-19","OAS",2
"E02000866","F","18-19","BLA",4
"E02000866","F","18-19","BLC",1
"E02000866","F","18-19","OBL",1
"E02000866","F","18-19","OTH",4
"E02000866","F","20-24","WBI",364
"E02000866","F","20-24","WHO",76
"E02000866","F","20-24","MIX",33
"E02000866","F","20-24","IND",24
"E02000866","F","20-24","PAK",5
"E02000866","F","20-24","BAN",91
"E02000866","F","20-24","CHI",13
"E02000866","F","20-24","OAS",16
"E02000866","F","20-24","BLA",23
"E02000866","F","20-24","BLC",14
"E02000866","F","20-24","OBL",1
"E02000866","F","20-24","OTH",9
"E02000866","F","25-29","WBI",436
"E02000866","F","25-29","WHO",144
"E02000866","F","25-29","MIX",37
"E02000866","F","25-29","IND",15
"E02000866","F","25-29","PAK",3
"E02000866","F","25-29","BAN",100
"E02000866","F","25-29","CHI",9
"E02000866","F","25-29","OAS",15
"E02000866","F","25-29","BLA",26
"E02000866","F","25-29","BLC",10
"E02000866","F","25-29","OBL",4
"E02000866","F","25-29","OTH",11
"E02000866","F","30-34","WBI",270
"E02000866","F","30-34","WHO",94
"E02000866","F","30-34","MIX",14
"E02000866","F","30-34","IND",11
"E02000866","F","30-34","BAN",79
"E02000866","F","30-34","CHI",12
"E02000866","F","30-34","OAS",13
"E02000866","F","30-34","BLA",11
"E02000866","F","30-34","BLC",7
"E02000866","F","30-34","OBL",7
"E02000866","F","30-34","OTH",6
"E02000866","F","35-39","WBI",174
"E02000866","F","35-39","WHO",56
"E02000866","F","35-39","MIX",21
"E02000866","F","35-39","IND",6
"E02000866","F","35-39","PAK",1
"E02000866","F","35-39","BAN",48
"E02000866","F","35-39","CHI",7
"E02000866","F","35-39","OAS",8
"E02000866","F","35-39","BLA",7
"E02000866","F","35-39","BLC",8
"E02000866","F","35-39","OBL",3
"E02000866","F","35-39","OTH",2
"E02000866","F","40-44","WBI",157
"E02000866","F","40-44","WHO",35
"E02000866","F","40-44","MIX",11
"E02000866","F","40-44","IND",5
"E02000866","F","40-44","PAK",2
"E02000866","F","40-44","BAN",29
"E02000866","F","40-44","CHI",4
"E02000866","F","40-44","OAS",3
"E02000866","F","40-44","BLA",15
"E02000866","F","40-44","BLC",13
"E02000866","F","40-44","OBL",3
"E02000866","F","40-44","OTH",6
"E02000866","F","45-49","WBI",166
"E02000866","F","45-49","WHO",17
"E02000866","F","45-49","MIX",6
"E02000866","F","45-49","IND",3
"E02000866","F","45-49","BAN",25
"E02000866","F","45-49","CHI",3
"E02000866","F","45-49","OAS",4
"E02000866","F","45-49","BLA",5
"E02000866","F","45-49","BLC",20
"E02000866","F","45-49","OBL",5
"E02000866","F","45-49","OTH",3
"E02000866","F","50-54","WBI",149
"E02000866","F","50-54","WHO",15
"E02000866","F","50-54","MIX",4
"E02000866","F","50-54","IND",9
"E02000866","F","50-54","BAN",20
"E02000866","F","50-54","CHI",3
"E02000866","F","50-54","OAS",4
"E02000866","F","50-54","BLA",3
"E02000866","F","50-54","BLC",11
"E02000866","F","50-54","OBL",1
"E02000866","F","50-54","OTH",4
"E02000866","F","55-59","WBI",132
"E02000866","F","55-59","WHO",9
"E02000866","F","55-59","MIX",1
"E02000866","F","55-59","PAK",1
"E02000866","F","55-59","BAN",16
"E02000866","F","55-59","CHI",4
"E02000866","F","55-59","OAS",4
"E02000866","F","55-59","BLA",6
"E02000866","F","55-59","BLC",11
"E02000866","F","55-59","OBL",3
"E02000866","F","55-59","OTH",1
"E02000866","F","60-64","WBI",133
"E02000866","F","60-64","WHO",11
"E02000866","F","60-64","MIX",6
"E02000866","F","60-64","IND",4
"E02000866","F","60-64","BAN",7
"E02000866","F","60-64","CHI",4
"E02000866","F","60-64","BLC",4
"E02000866","F","60-64","OBL",3
"E02000866","F","60-64","OTH",1
"E02000866","F","65-69","WBI",98
"E02000866","F","65-69","WHO",5
"E02000866","F","65-69","IND",3
"E02000866","F","65-69","PAK",1
"E02000866","F","65-69","BAN",10
"E02000866","F","65-69","CHI",3
"E02000866","F","65-69","BLA",3
"E02000866","F","65-69","BLC",5
"E02000866","F","65-69","OBL",2
"E02000866","F","70-74","WBI",64
"E02000866","F","70-74","WHO",3
"E02000866","F","70-74","MIX",4
"E02000866","F","70-74","IND",1
"E02000866","F","70-74","BAN",10
"E02000866","F","70-74","CHI",3
"E02000866","F","70-74","BLA",4
"E02000866","F","70-74","BLC",7
"E02000866","F","70-74","OBL",1
"E02000866","F","70-74","OTH",1
"E02000866","F","75-79","WBI",63
"E02000866","F","75-79","WHO",5
"E02000866","F","75-79","MIX",2
"E02000866","F","75-79","IND",1
"E02000866","F","75-79","BAN",6
"E02000866","F","75-79","BLA",3
"E02000866","F","75-79","BLC",8
"E02000866","F","80-84","WBI",52
"E02000866","F","80-84","WHO",2
"E02000866","F","80-84","MIX",1
"E02000866","F","80-84","IND",1
"E02000866","F","80-84","OAS",1
"E02000866","F","80-84","BLC",7
"E02000866","F","85+","WBI",49
"E02000866","F","85+","WHO",2
"E02000866","F","85+","MIX",1
"E02000866","F","85+","OAS",1
"E02000866","F","85+","OBL",1
"E02000867","M","0-4","WBI",91
"E02000867","M","0-4","WHO",10
"E02000867","M","0-4","MIX",43
"E02000867","M","0-4","IND",3
"E02000867","M","0-4","PAK",5
"E02000867","M","0-4","BAN",126
"E02000867","M","0-4","CHI",7
"E02000867","M","0-4","OAS",10
"E02000867","M","0-4","BLA",21
"E02000867","M","0-4","BLC",6
"E02000867","M","0-4","OBL",11
"E02000867","M","0-4","OTH",10
"E02000867","M","5-7","WBI",37
"E02000867","M","5-7","WHO",2
"E02000867","M","5-7","MIX",21
"E02000867","M","5-7","IND",1
"E02000867","M","5-7","BAN",63
"E02000867","M","5-7","CHI",2
"E02000867","M","5-7","OAS",2
"E02000867","M","5-7","BLA",8
"E02000867","M","5-7","BLC",2
"E02000867","M","5-7","OBL",6
"E02000867","M","5-7","OTH",7
"E02000867","M","8-9","WBI",19
"E02000867","M","8-9","WHO",2
"E02000867","M","8-9","MIX",8
"E02000867","M","8-9","BAN",39
"E02000867","M","8-9","CHI",1
"E02000867","M","8-9","OAS",1
"E02000867","M","8-9","BLA",4
"E02000867","M","8-9","BLC",1
"E02000867","M","8-9","OBL",3
"E02000867","M","10-14","WBI",56
"E02000867","M","10-14","WHO",6
"E02000867","M","10-14","MIX",14
"E02000867","M","10-14","IND",1
"E02000867","M","10-14","PAK",1
"E02000867","M","10-14","BAN",102
"E02000867","M","10-14","CHI",2
"E02000867","M","10-14","OAS",4
"E02000867","M","10-14","BLA",6
"E02000867","M","10-14","BLC",3
"E02000867","M","10-14","OBL",4
"E02000867","M","10-14","OTH",4
"E02000867","M","15","WBI",10
"E02000867","M","15","WHO",3
"E02000867","M","15","MIX",2
"E02000867","M","15","PAK",1
"E02000867","M","15","BAN",23
"E02000867","M","15","BLA",2
"E02000867","M","15","BLC",5
"E02000867","M","15","OBL",2
"E02000867","M","15","OTH",3
"E02000867","M","16-17","WBI",13
"E02000867","M","16-17","MIX",10
"E02000867","M","16-17","IND",1
"E02000867","M","16-17","BAN",28
"E02000867","M","16-17","CHI",1
"E02000867","M","16-17","OAS",1
"E02000867","M","16-17","BLA",4
"E02000867","M","16-17","BLC",3
"E02000867","M","16-17","OTH",2
"E02000867","M","18-19","WBI",32
"E02000867","M","18-19","WHO",4
"E02000867","M","18-19","MIX",6
"E02000867","M","18-19","IND",3
"E02000867","M","18-19","PAK",1
"E02000867","M","18-19","BAN",40
"E02000867","M","18-19","CHI",1
"E02000867","M","18-19","OAS",3
"E02000867","M","18-19","BLA",3
"E02000867","M","18-19","BLC",2
"E02000867","M","18-19","OBL",2
"E02000867","M","18-19","OTH",3
"E02000867","M","20-24","WBI",342
"E02000867","M","20-24","WHO",59
"E02000867","M","20-24","MIX",32
"E02000867","M","20-24","IND",22
"E02000867","M","20-24","PAK",4
"E02000867","M","20-24","BAN",82
"E02000867","M","20-24","CHI",17
"E02000867","M","20-24","OAS",7
"E02000867","M","20-24","BLA",12
"E02000867","M","20-24","BLC",11
"E02000867","M","20-24","OBL",6
"E02000867","M","20-24","OTH",12
"E02000867","M","25-29","WBI",519
"E02000867","M","25-29","WHO",154
"E02000867","M","25-29","MIX",46
"E02000867","M","25-29","IND",43
"E02000867","M","25-29","PAK",11
"E02000867","M","25-29","BAN",111
"E02000867","M","25-29","CHI",31
"E02000867","M","25-29","OAS",8
"E02000867","M","25-29","BLA",22
"E02000867","M","25-29","BLC",6
"E02000867","M","25-29","OBL",3
"E02000867","M","25-29","OTH",20
"E02000867","M","30-34","WBI",375
"E02000867","M","30-34","WHO",119
"E02000867","M","30-34","MIX",32
"E02000867","M","30-34","IND",25
"E02000867","M","30-34","PAK",8
"E02000867","M","30-34","BAN",105
"E02000867","M","30-34","CHI",29
"E02000867","M","30-34","OAS",14
"E02000867","M","30-34","BLA",18
"E02000867","M","30-34","BLC",14
"E02000867","M","30-34","OBL",6
"E02000867","M","30-34","OTH",12
"E02000867","M","35-39","WBI",214
"E02000867","M","35-39","WHO",74
"E02000867","M","35-39","MIX",12
"E02000867","M","35-39","IND",9
"E02000867","M","35-39","PAK",2
"E02000867","M","35-39","BAN",77
"E02000867","M","35-39","CHI",10
"E02000867","M","35-39","OAS",2
"E02000867","M","35-39","BLA",9
"E02000867","M","35-39","BLC",9
"E02000867","M","35-39","OBL",2
"E02000867","M","35-39","OTH",18
"E02000867","M","40-44","WBI",151
"E02000867","M","40-44","WHO",48
"E02000867","M","40-44","MIX",11
"E02000867","M","40-44","IND",6
"E02000867","M","40-44","PAK",1
"E02000867","M","40-44","BAN",56
"E02000867","M","40-44","CHI",8
"E02000867","M","40-44","OAS",5
"E02000867","M","40-44","BLA",7
"E02000867","M","40-44","BLC",7
"E02000867","M","40-44","OBL",5
"E02000867","M","40-44","OTH",2
"E02000867","M","45-49","WBI",135
"E02000867","M","45-49","WHO",25
"E02000867","M","45-49","MIX",9
"E02000867","M","45-49","IND",4
"E02000867","M","45-49","BAN",53
"E02000867","M","45-49","OAS",2
"E02000867","M","45-49","BLA",7
"E02000867","M","45-49","BLC",14
"E02000867","M","45-49","OBL",4
"E02000867","M","45-49","OTH",10
"E02000867","M","50-54","WBI",107
"E02000867","M","50-54","WHO",12
"E02000867","M","50-54","MIX",5
"E02000867","M","50-54","IND",4
"E02000867","M","50-54","BAN",15
"E02000867","M","50-54","CHI",2
"E02000867","M","50-54","BLA",4
"E02000867","M","50-54","BLC",6
"E02000867","M","50-54","OTH",3
"E02000867","M","55-59","WBI",77
"E02000867","M","55-59","WHO",4
"E02000867","M","55-59","MIX",4
"E02000867","M","55-59","PAK",2
"E02000867","M","55-59","BAN",14
"E02000867","M","55-59","CHI",1
"E02000867","M","55-59","OAS",1
"E02000867","M","55-59","BLA",2
"E02000867","M","55-59","BLC",4
"E02000867","M","55-59","OBL",3
"E02000867","M","55-59","OTH",2
"E02000867","M","60-64","WBI",69
"E02000867","M","60-64","WHO",3
"E02000867","M","60-64","PAK",1
"E02000867","M","60-64","BAN",3
"E02000867","M","60-64","CHI",2
"E02000867","M","60-64","BLA",1
"E02000867","M","60-64","BLC",3
"E02000867","M","60-64","OTH",1
"E02000867","M","65-69","WBI",45
"E02000867","M","65-69","WHO",2
"E02000867","M","65-69","MIX",1
"E02000867","M","65-69","IND",1
"E02000867","M","65-69","BAN",6
"E02000867","M","65-69","OAS",1
